postid,sourcelink,text,imagelink,creationtime
'33209913','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212116189545021440',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/tk9oPxdi6Q'",'https://pbs.twimg.com/media/ENJNP7KU8AEK1a-.jpg','2019-12-31T20:59:54Z'
'33209914','https://www.twitter.com/RezartJasa/status/1212116121505161216',"'#valparaiso #chili #holiday #graffiti #streetart #kenzo #rolex #rezartjasa #couleurs #holydaytime #nouvelan à Cerro Concepción https://t.co/OdA7I0Y4KK'",'','2019-12-31T20:59:38Z'
'33209915','https://www.twitter.com/RezartJasa/status/1212115977791574023',"'#valparaiso #chili #holiday #graffiti #streetart #kenzo #rolex #rezartjasa #couleurs #holydaytime #nouvelan à Puerto De Valparaíso, Chile https://t.co/uGc3S2w2nW'",'','2019-12-31T20:59:03Z'
'33209916','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212115871293816832',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/NSe0U7of4J'",'https://pbs.twimg.com/media/ENJM9Z_UEAEPenz.jpg','2019-12-31T20:58:38Z'
'33209917','https://www.twitter.com/RezartJasa/status/1212115782135513089',"'#valparaiso #chili #holiday #graffiti #streetart #kenzo #rolex #rezartjasa #couleurs #holydaytime #nouvelan à Hotel Palacio Astoreca https://t.co/r5gCNo0cRg'",'','2019-12-31T20:58:17Z'
'33209918','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212115167971966976',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/AyjCyTghbD'",'https://pbs.twimg.com/media/ENJMUewUwAANkfK.jpg','2019-12-31T20:55:50Z'
'33209919','https://www.twitter.com/LadyJoannaF/status/1212114898076884992',"'HAPPY NEW YEAR EVERYONE!!! May 2020 be filled with health happiness and Love ❤❤❤💃💃💃💥💥💥💥💥 #happiness #happynewyear #happy #2020 #fun #friends #positivevibes #positive #laugh #love #beautiful #me #beauty #rolex… https://t.co/Bt9Jmrg4Z6'",'','2019-12-31T20:54:46Z'
'33209920','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114874605527040',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/VSksu6E1pd'",'https://pbs.twimg.com/media/ENJMDajUcAAbub-.jpg','2019-12-31T20:54:40Z'
'33209921','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114874605527040',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/VSksu6E1pd'",'https://pbs.twimg.com/media/ENJMDYaU8AIB3Yt.jpg','2019-12-31T20:54:40Z'
'33209923','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114642073354240',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/uPVh2kE8GM'",'https://pbs.twimg.com/media/ENJL1yWUwAAh3GH.jpg','2019-12-31T20:53:45Z'
'33209924','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114642073354240',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/uPVh2kE8GM'",'https://pbs.twimg.com/media/ENJL128U8AATpr1.jpg','2019-12-31T20:53:45Z'
'33209925','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114642073354240',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/uPVh2kE8GM'",'https://pbs.twimg.com/media/ENJL144VAAUdR4l.jpg','2019-12-31T20:53:45Z'
'33209922','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114642073354240',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/uPVh2kE8GM'",'https://pbs.twimg.com/media/ENJL11AUUAAM9wH.jpg','2019-12-31T20:53:45Z'
'33209926','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114386514399232',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/ZXol8zsNGJ'",'https://pbs.twimg.com/media/ENJLm_BUcAAiXBQ.jpg','2019-12-31T20:52:44Z'
'33209927','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114284739616768',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/g266L9OQ52'",'https://pbs.twimg.com/media/ENJLhDBUcAEaZpo.jpg','2019-12-31T20:52:20Z'
'33209928','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212114070603649024',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/D3DjEiMWKl'",'https://pbs.twimg.com/media/ENJLUnIUUAAml3U.jpg','2019-12-31T20:51:29Z'
'33209929','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212113975480946688',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/qLmvzRY6eL'",'https://pbs.twimg.com/media/ENJLPDRUEAA3X8c.jpg','2019-12-31T20:51:06Z'
'33209930','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212113868111007744',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/56OeQofaV7'",'https://pbs.twimg.com/media/ENJLIw8U8AEJq-o.jpg','2019-12-31T20:50:40Z'
'33209931','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212113751274446850',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/EeZ5aUF48f'",'https://pbs.twimg.com/media/ENJLCBcUYAA0egY.jpg','2019-12-31T20:50:12Z'
'33209932','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212113608265482241',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/YGsicm5sq4'",'https://pbs.twimg.com/media/ENJK5s2VAAE6_7w.jpg','2019-12-31T20:49:38Z'
'33209933','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212113487133937664',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/7iYxP4hXtZ'",'https://pbs.twimg.com/media/ENJKypCU4AEJVqF.jpg','2019-12-31T20:49:09Z'
'33209934','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212113364735782913',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/nsoBDyjTeA'",'https://pbs.twimg.com/media/ENJKrgBVAAAOInG.jpg','2019-12-31T20:48:40Z'
'33209935','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212113191209058304',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/Vec9nVOTR9'",'https://pbs.twimg.com/media/ENJKhXoUUAAHMPX.jpg','2019-12-31T20:47:59Z'
'33209936','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212113094559711233',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/P9oeBnSmmw'",'https://pbs.twimg.com/media/ENJKby1UEAAZ81x.jpg','2019-12-31T20:47:36Z'
'33209937','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212112933062184961',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/CJThF3Zt78'",'https://pbs.twimg.com/media/ENJKSU5UcAAeGwv.jpg','2019-12-31T20:46:57Z'
'33209938','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212112778892234754',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/dKo9CGM1W8'",'https://pbs.twimg.com/media/ENJKJb8UwAAza6N.jpg','2019-12-31T20:46:21Z'
'33209939','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212112691700961280',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/M9zAeWSOwd'",'https://pbs.twimg.com/media/ENJKEXDU4AAPplo.jpg','2019-12-31T20:46:00Z'
'33209940','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212112591062880256',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/twscEATnZg'",'https://pbs.twimg.com/media/ENJJ-gNUYAAv6LC.jpg','2019-12-31T20:45:36Z'
'33209941','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212112474368921600',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/4Crn16YkCR'",'https://pbs.twimg.com/media/ENJJ3pIUwAAXGEJ.jpg','2019-12-31T20:45:08Z'
'33209942','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212112363890937856',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/Z1ATkvTQyp'",'https://pbs.twimg.com/media/ENJJxRGUcAA4iR_.jpg','2019-12-31T20:44:42Z'
'33209943','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1212112237634043904',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/Bhas9xghMB'",'https://pbs.twimg.com/media/ENJJp70UEAAYRYU.jpg','2019-12-31T20:44:12Z'
'33209944','https://www.twitter.com/TaeKantana/status/1212107258320113664',"'#Repost rolex •  •  •  •  • The chocolate dial marries perfectly with the black counters and 18ct Everose gold case of the Cosmograph Daytona. A motor sport legend. #Rolex #CosmographDaytona #Festive To discover the… https://t.co/HhtZhPpikL'",'','2019-12-31T20:24:24Z'
'33209945','https://www.twitter.com/BaileyandSons/status/1212107030921646081',"'Happy New Year from our family to yours..... 🥂 Thank you everyone for your support throughout 2019! #fourgenerations #family #bespoke #platinum #wedding #weddingrings #forhim #forher #baileyandsons #berkhamsted #tissot #omega #luxury #diamond #gift #rolex #bespokejewellery #… https://t.co/GMjR9xdQoA'",'https://pbs.twimg.com/media/ENJE6_QXsAAeP29.jpg','2019-12-31T20:23:30Z'
'33209946','https://www.twitter.com/ThePureWatch/status/1212104183350013952',"'#Rolex Datejust 116203 36mm Steel Yellow Gold Champagne Diamond 2004 WTY #480-3 https://t.co/ZuxuRRy6HR #Watch #Watches https://t.co/MwxibIgcsQ'",'https://pbs.twimg.com/media/ENJCVLzW4AAZAWN.jpg','2019-12-31T20:12:11Z'
'33209947','https://www.twitter.com/abdullaSoliman_/status/1212103664489381893',"'Kaaba edition.  #Rolex https://t.co/K2sPi5G5ic'",'https://pbs.twimg.com/media/ENJB2IRXYAAfD52.jpg','2019-12-31T20:10:08Z'
'33209948','https://www.twitter.com/MartinBinders/status/1212101339293134848',"'The classic watch of reference. The Rolex Datejust 41 in Oystersteel and 18 ct Everose gold, 41 mm case, sundust dial, Jubilee bracelet.   #Rolex #Datejust #MartinBinder #Valparaiso #OfficialRolexRetailer https://t.co/xCMfUdP0oa'",'https://pbs.twimg.com/media/ENI_vnCXsAAjZfb.jpg','2019-12-31T20:00:53Z'
'33209949','https://www.twitter.com/GADOLINVESTMEN1/status/1212099056840908800',"'2020 https://t.co/0OznwBrpym #UAE #bussines #seller #byear #scrap #metal #copper #world #bussines #instrument #monaco #london #vip #autobusiness #scrapmetal #crudeoil #millioner #boss #gadolinvestments #trade #gold #diamond #rolex https://t.co/tmzP7EBCD8'",'https://pbs.twimg.com/media/ENI9qQOXkAE-U34.jpg','2019-12-31T19:51:49Z'
'33209951','https://www.twitter.com/Beckertime/status/1212092337079357442',"'https://t.co/3c8ViMYrMI #Rolex SS #Datejust. Starting at $152/mo with #Affirmfinancing @Beckertime  #rolexwatch #rolexwatches #vintagerolex  #horology #rolexaholics #luxurybrand #buyselltrade #fashionwatch https://t.co/I5UIny3Lep'",'https://pbs.twimg.com/media/ENI3jq8XsAAyUq2.jpg','2019-12-31T19:25:07Z'
'33209950','https://www.twitter.com/Beckertime/status/1212092337079357442',"'https://t.co/3c8ViMYrMI #Rolex SS #Datejust. Starting at $152/mo with #Affirmfinancing @Beckertime  #rolexwatch #rolexwatches #vintagerolex  #horology #rolexaholics #luxurybrand #buyselltrade #fashionwatch https://t.co/I5UIny3Lep'",'https://pbs.twimg.com/media/ENI3jqaWwAYbD2Z.jpg','2019-12-31T19:25:07Z'
'33209952','https://www.twitter.com/fixalink/status/1212086362981249026',"'This is a Rolex Bi-Metal Jubilee bracelet in need of some serious repair. We can fix yours too... #Fixalink #Rolex https://t.co/QqIPvoPXv1 https://t.co/NZEu4KrYuC'",'https://pbs.twimg.com/media/ENIyH4xXUAEOLCd.jpg','2019-12-31T19:01:23Z'
'33209953','https://www.twitter.com/veibpi/status/1212084773939798022',"'Extremely Rare Rolex Oyster Perpetual Ref 6062 Moonphase Star Dial 1952  ( 78 Bids )   #Extremely  #Rare  #Rolex https://t.co/7WzwXmAAZ9'",'','2019-12-31T18:55:04Z'
'33209954','https://www.twitter.com/kokoshungsan/status/1212081000207044609',"'#Rolex #Yachtmaster II #18k #White #Gold $48,150.00 gent’s #44mm #296gm #watch. https://t.co/tGJSVRVKLZ https://t.co/B2SIAotiLC'",'https://pbs.twimg.com/media/ENItPvKWwAEnjop.jpg','2019-12-31T18:40:04Z'
'33209955','https://www.twitter.com/yurenatee/status/1212079245792432130',"'ロレックス【楽天市場】  https://t.co/hbSNl2XBb4  #ロレックス #ROLEX #時計 #メンズ'",'','2019-12-31T18:33:06Z'
'33209956','https://www.twitter.com/ThePureWatch/status/1212073973904789505',"'#Rolex Submariner Date Steel Black Dial/Bezel Mens #Watch Box/Papers 16610 https://t.co/2q2JdZBIqS #Watches https://t.co/Lop5Dg0bdm'",'https://pbs.twimg.com/media/ENIm2yIXkAAHIUe.jpg','2019-12-31T18:12:09Z'
'33209957','https://www.twitter.com/OffensiveJeux/status/1212066547818278912',"'M3- Berllin (Official Audio) on YouTube https://t.co/mG4wm5TtpS  #RolexSydneyHobart #rolex #happynewyear2020 #BMW #invicta me compre un M3 #TRANSMISSION #vete #GreatAwakening #Latinos #cuban #link https://t.co/OWSihVAnSp'",'https://pbs.twimg.com/media/ENIgGQKWoAAUSP_.jpg','2019-12-31T17:42:38Z'
'33209958','https://www.twitter.com/_iLifestyle_/status/1212063929343434753',"'Can’t decide #patekPhilippe #iwc #rolex #tudor  #omega or #tagheuer 🤔 I’m satisfied with my #danielwellington tbh want to treat myself'",'','2019-12-31T17:32:14Z'
'33209959','https://www.twitter.com/poorvljet/status/1212063887933296641',"'@ebreieisraele #Lerner peró dimentica che il #rolex che ha al polso e l#iphone che ha in mano li deve ai #suprematisti #bianchi'",'','2019-12-31T17:32:04Z'
'33209960','https://www.twitter.com/KelleyJewelers/status/1212063641652146178',"'The crowning jewellery watch. The Rolex Pearlmaster 34 in Everose gold and diamonds, 34 mm case, white mother-of-pearl set with diamonds dial, Pearlmaster bracelet. • • • #Rolex #Pearlmaster #KelleyJewelers #DowntownWeatherfordOK #WeatherfordOklahoma https://t.co/wRSy2BqMSs'",'https://pbs.twimg.com/media/ENIdXCKWkAIQuiU.jpg','2019-12-31T17:31:05Z'
'33209961','https://www.twitter.com/SwissWatchExpo/status/1212063420616458242',"'Rolex's most recent years saw re-introductions like the Jubilee bracelet on sports watches, new metal combinations, as well as some unexpected, out-of-the-box designs.  Who's wearing the latest Rolex watches, from 2018 - 2019? https://t.co/bBtg0iGoaW  #Rolex #RolexSeaDweller https://t.co/FVczHMkrK7'",'https://pbs.twimg.com/media/ENIdQdXWsAAFJKq.jpg','2019-12-31T17:30:13Z'
